invoice_id,customer_id,date,action,outcome,remaining_amount_before,amount_recovered,remaining_amount_after,status_after,promise_date
INV00052,CUST0034,2026-03-01,gentle_reminder,pay,100601.11,100601.11,0.0,paid,
INV00053,CUST0010,2026-03-01,gentle_reminder,ignore,662935.35,0.0,662935.35,overdue,
INV00054,CUST0030,2026-03-01,gentle_reminder,ignore,113636.64,0.0,113636.64,overdue,
INV00055,CUST0037,2026-03-01,firm_reminder,ignore,770511.39,0.0,770511.39,overdue,
INV00056,CUST0017,2026-03-01,firm_reminder,ignore,103024.16,0.0,103024.16,overdue,
INV00057,CUST0005,2026-03-01,gentle_reminder,ignore,219792.28,0.0,219792.28,overdue,
INV00058,CUST0039,2026-03-01,gentle_reminder,ignore,233703.87,0.0,233703.87,overdue,
INV00059,CUST0021,2026-03-01,gentle_reminder,ignore,199292.96,0.0,199292.96,overdue,
INV00060,CUST0016,2026-03-01,gentle_reminder,pay,32103.1,32103.1,0.0,paid,
INV00061,CUST0032,2026-03-01,gentle_reminder,ignore,216946.06,0.0,216946.06,overdue,
INV00062,CUST0028,2026-03-01,gentle_reminder,pay,561220.89,561220.89,0.0,paid,
INV00063,CUST0027,2026-03-01,gentle_reminder,pay,640695.41,640695.41,0.0,paid,
INV00064,CUST0033,2026-03-01,gentle_reminder,ignore,616197.83,0.0,616197.83,overdue,
INV00065,CUST0013,2026-03-01,gentle_reminder,promise,713127.09,0.0,713127.09,promised,2026-03-11
INV00066,CUST0007,2026-03-01,gentle_reminder,ignore,190309.45,0.0,190309.45,overdue,
INV00067,CUST0027,2026-03-01,gentle_reminder,pay,738709.98,738709.98,0.0,paid,
INV00068,CUST0004,2026-03-01,gentle_reminder,ignore,55694.83,0.0,55694.83,overdue,
INV00069,CUST0004,2026-03-01,firm_reminder,pay,261646.97,261646.97,0.0,paid,
INV00070,CUST0008,2026-03-01,gentle_reminder,ignore,160627.07,0.0,160627.07,overdue,
INV00071,CUST0034,2026-03-01,gentle_reminder,promise,584421.19,0.0,584421.19,promised,2026-03-14
INV00072,CUST0024,2026-03-01,gentle_reminder,ignore,76419.98,0.0,76419.98,overdue,
INV00073,CUST0006,2026-03-01,gentle_reminder,pay,610661.9,610661.9,0.0,paid,
INV00074,CUST0025,2026-03-01,gentle_reminder,ignore,53667.01,0.0,53667.01,overdue,
INV00075,CUST0031,2026-03-01,gentle_reminder,ignore,268797.71,0.0,268797.71,overdue,
INV00001,CUST0019,2026-03-06,firm_reminder,ignore,364972.32,0.0,364972.32,overdue,
INV00002,CUST0017,2026-03-06,firm_reminder,ignore,42040.68,0.0,42040.68,overdue,
INV00003,CUST0020,2026-03-06,firm_reminder,pay,314576.89,314576.89,0.0,paid,
INV00004,CUST0031,2026-03-06,firm_reminder,promise,411217.48,0.0,411217.48,promised,2026-03-14
INV00005,CUST0001,2026-03-06,firm_reminder,pay,475638.57,475638.57,0.0,paid,
INV00006,CUST0026,2026-03-06,phone_call,ignore,81318.93,0.0,81318.93,overdue,
INV00007,CUST0034,2026-03-06,phone_call,ignore,577054.85,0.0,577054.85,overdue,
INV00008,CUST0039,2026-03-06,phone_call,pay,132328.57,132328.57,0.0,paid,
INV00009,CUST0040,2026-03-06,phone_call,ignore,417690.25,0.0,417690.25,overdue,
INV00010,CUST0028,2026-03-06,firm_reminder,ignore,426149.47,0.0,426149.47,overdue,
INV00012,CUST0015,2026-03-06,firm_reminder,ignore,214154.66,0.0,214154.66,overdue,
INV00013,CUST0007,2026-03-06,firm_reminder,pay,507797.18,507797.18,0.0,paid,
INV00014,CUST0035,2026-03-06,firm_reminder,pay,373704.59,373704.59,0.0,paid,
INV00016,CUST0005,2026-03-06,firm_reminder,ignore,73443.25,0.0,73443.25,overdue,
INV00017,CUST0017,2026-03-06,firm_reminder,pay,525196.84,525196.84,0.0,paid,
INV00018,CUST0030,2026-03-06,firm_reminder,promise,729716.33,0.0,729716.33,promised,2026-03-20
INV00019,CUST0019,2026-03-06,phone_call,ignore,170657.75,0.0,170657.75,overdue,
INV00021,CUST0040,2026-03-06,firm_reminder,ignore,396351.47,0.0,396351.47,overdue,
INV00024,CUST0020,2026-03-06,firm_reminder,ignore,375292.1,0.0,375292.1,overdue,
INV00025,CUST0033,2026-03-06,firm_reminder,pay,757286.01,757286.01,0.0,paid,
INV00026,CUST0014,2026-03-06,firm_reminder,ignore,426391.58,0.0,426391.58,overdue,
INV00027,CUST0024,2026-03-06,firm_reminder,ignore,711186.8,0.0,711186.8,overdue,
INV00028,CUST0024,2026-03-06,firm_reminder,promise,139866.24,0.0,139866.24,promised,2026-03-16
INV00030,CUST0023,2026-03-06,firm_reminder,ignore,269769.86,0.0,269769.86,overdue,
INV00031,CUST0022,2026-03-06,firm_reminder,promise,24201.47,0.0,24201.47,promised,2026-03-16
INV00032,CUST0019,2026-03-06,firm_reminder,partial,799052.12,375668.0,423384.12,overdue,
INV00033,CUST0038,2026-03-06,firm_reminder,ignore,52890.46,0.0,52890.46,overdue,
INV00034,CUST0007,2026-03-06,firm_reminder,ignore,300390.01,0.0,300390.01,overdue,
INV00035,CUST0016,2026-03-06,firm_reminder,promise,621949.16,0.0,621949.16,promised,2026-03-20
INV00036,CUST0028,2026-03-06,firm_reminder,ignore,702445.2,0.0,702445.2,overdue,
INV00037,CUST0036,2026-03-06,firm_reminder,promise,589896.69,0.0,589896.69,promised,2026-03-14
INV00038,CUST0029,2026-03-06,phone_call,pay,239673.53,239673.53,0.0,paid,
INV00041,CUST0017,2026-03-06,firm_reminder,ignore,452497.54,0.0,452497.54,overdue,
INV00045,CUST0006,2026-03-06,firm_reminder,promise,462149.93,0.0,462149.93,promised,2026-03-19
INV00046,CUST0002,2026-03-06,firm_reminder,promise,600484.83,0.0,600484.83,promised,2026-03-20
INV00048,CUST0024,2026-03-06,firm_reminder,promise,274112.4,0.0,274112.4,promised,2026-03-15
INV00049,CUST0014,2026-03-06,firm_reminder,ignore,521946.49,0.0,521946.49,overdue,
INV00050,CUST0028,2026-03-06,firm_reminder,ignore,348781.91,0.0,348781.91,overdue,
INV00051,CUST0031,2026-03-06,firm_reminder,pay,745237.23,745237.23,0.0,paid,
INV00053,CUST0010,2026-03-06,firm_reminder,promise,662935.35,0.0,662935.35,promised,2026-03-14
INV00054,CUST0030,2026-03-06,firm_reminder,pay,113636.64,113636.64,0.0,paid,
INV00055,CUST0037,2026-03-06,phone_call,ignore,770511.39,0.0,770511.39,overdue,
INV00056,CUST0017,2026-03-06,phone_call,ignore,103024.16,0.0,103024.16,overdue,
INV00057,CUST0005,2026-03-06,firm_reminder,pay,219792.28,219792.28,0.0,paid,
INV00058,CUST0039,2026-03-06,firm_reminder,pay,233703.87,233703.87,0.0,paid,
INV00059,CUST0021,2026-03-06,firm_reminder,ignore,199292.96,0.0,199292.96,overdue,
INV00061,CUST0032,2026-03-06,firm_reminder,pay,216946.06,216946.06,0.0,paid,
INV00064,CUST0033,2026-03-06,firm_reminder,pay,616197.83,616197.83,0.0,paid,
INV00066,CUST0007,2026-03-06,firm_reminder,ignore,190309.45,0.0,190309.45,overdue,
INV00068,CUST0004,2026-03-06,firm_reminder,ignore,55694.83,0.0,55694.83,overdue,
INV00070,CUST0008,2026-03-06,firm_reminder,pay,160627.07,160627.07,0.0,paid,
INV00072,CUST0024,2026-03-06,firm_reminder,promise,76419.98,0.0,76419.98,promised,2026-03-20
INV00074,CUST0025,2026-03-06,firm_reminder,ignore,53667.01,0.0,53667.01,overdue,
INV00075,CUST0031,2026-03-06,firm_reminder,ignore,268797.71,0.0,268797.71,overdue,
INV00020,CUST0039,2026-03-08,promise_resolution,promise_kept,,558916.16,,paid,
INV00044,CUST0009,2026-03-09,promise_resolution,promise_kept,,283434.86,,paid,
INV00029,CUST0032,2026-03-11,promise_resolution,promise_kept,,125455.17,,paid,
INV00065,CUST0013,2026-03-11,promise_resolution,promise_kept,,713127.09,,paid,
INV00001,CUST0019,2026-03-11,payment_plan_offer,pay,364972.32,364972.32,0.0,paid,
INV00002,CUST0017,2026-03-11,payment_plan_offer,ignore,42040.68,0.0,42040.68,overdue,
INV00006,CUST0026,2026-03-11,escalate_collections,ignore,81318.93,0.0,81318.93,overdue,
INV00007,CUST0034,2026-03-11,payment_plan_offer,ignore,577054.85,0.0,577054.85,overdue,
INV00009,CUST0040,2026-03-11,payment_plan_offer,pay,417690.25,417690.25,0.0,paid,
INV00010,CUST0028,2026-03-11,payment_plan_offer,ignore,426149.47,0.0,426149.47,overdue,
INV00012,CUST0015,2026-03-11,phone_call,ignore,214154.66,0.0,214154.66,overdue,
INV00016,CUST0005,2026-03-11,payment_plan_offer,ignore,73443.25,0.0,73443.25,overdue,
INV00019,CUST0019,2026-03-11,escalate_collections,ignore,170657.75,0.0,170657.75,overdue,
INV00021,CUST0040,2026-03-11,payment_plan_offer,ignore,396351.47,0.0,396351.47,overdue,
INV00024,CUST0020,2026-03-11,payment_plan_offer,pay,375292.1,375292.1,0.0,paid,
INV00026,CUST0014,2026-03-11,payment_plan_offer,ignore,426391.58,0.0,426391.58,overdue,
INV00027,CUST0024,2026-03-11,payment_plan_offer,ignore,711186.8,0.0,711186.8,overdue,
INV00030,CUST0023,2026-03-11,payment_plan_offer,ignore,269769.86,0.0,269769.86,overdue,
INV00032,CUST0019,2026-03-11,phone_call,ignore,423384.12,0.0,423384.12,overdue,
INV00033,CUST0038,2026-03-11,payment_plan_offer,ignore,52890.46,0.0,52890.46,overdue,
INV00034,CUST0007,2026-03-11,phone_call,ignore,300390.01,0.0,300390.01,overdue,
INV00036,CUST0028,2026-03-11,payment_plan_offer,ignore,702445.2,0.0,702445.2,overdue,
INV00041,CUST0017,2026-03-11,payment_plan_offer,ignore,452497.54,0.0,452497.54,overdue,
INV00049,CUST0014,2026-03-11,payment_plan_offer,ignore,521946.49,0.0,521946.49,overdue,
INV00050,CUST0028,2026-03-11,payment_plan_offer,ignore,348781.91,0.0,348781.91,overdue,
INV00055,CUST0037,2026-03-11,escalate_collections,ignore,770511.39,0.0,770511.39,overdue,
INV00056,CUST0017,2026-03-11,escalate_collections,ignore,103024.16,0.0,103024.16,overdue,
INV00059,CUST0021,2026-03-11,payment_plan_offer,ignore,199292.96,0.0,199292.96,overdue,
INV00066,CUST0007,2026-03-11,payment_plan_offer,ignore,190309.45,0.0,190309.45,overdue,
INV00068,CUST0004,2026-03-11,payment_plan_offer,ignore,55694.83,0.0,55694.83,overdue,
INV00074,CUST0025,2026-03-11,payment_plan_offer,ignore,53667.01,0.0,53667.01,overdue,
INV00075,CUST0031,2026-03-11,payment_plan_offer,partial,268797.71,122017.39,146780.32,overdue,
INV00039,CUST0004,2026-03-12,promise_resolution,promise_kept,,385664.51,,paid,
INV00004,CUST0031,2026-03-14,promise_resolution,promise_kept,,411217.48,,paid,
INV00037,CUST0036,2026-03-14,promise_resolution,promise_kept,,589896.69,,paid,
INV00053,CUST0010,2026-03-14,promise_resolution,promise_broken,,0.0,,overdue,
INV00071,CUST0034,2026-03-14,promise_resolution,promise_broken,,0.0,,overdue,
INV00053,CUST0010,2026-03-14,phone_call,ignore,662935.35,0.0,662935.35,overdue,
INV00071,CUST0034,2026-03-14,firm_reminder,ignore,584421.19,0.0,584421.19,overdue,
INV00048,CUST0024,2026-03-15,promise_resolution,promise_broken,,0.0,,overdue,
INV00048,CUST0024,2026-03-15,phone_call,ignore,274112.4,0.0,274112.4,overdue,
INV00028,CUST0024,2026-03-16,promise_resolution,promise_kept,,139866.24,,paid,
INV00031,CUST0022,2026-03-16,promise_resolution,promise_broken,,0.0,,overdue,
INV00002,CUST0017,2026-03-16,escalate_collections,pay,42040.68,42040.68,0.0,paid,
INV00006,CUST0026,2026-03-16,escalate_collections,ignore,81318.93,0.0,81318.93,overdue,
INV00007,CUST0034,2026-03-16,escalate_collections,pay,577054.85,577054.85,0.0,paid,
INV00010,CUST0028,2026-03-16,escalate_collections,ignore,426149.47,0.0,426149.47,overdue,
INV00012,CUST0015,2026-03-16,payment_plan_offer,ignore,214154.66,0.0,214154.66,overdue,
INV00016,CUST0005,2026-03-16,escalate_collections,pay,73443.25,73443.25,0.0,paid,
INV00019,CUST0019,2026-03-16,escalate_collections,ignore,170657.75,0.0,170657.75,overdue,
INV00021,CUST0040,2026-03-16,escalate_collections,ignore,396351.47,0.0,396351.47,overdue,
INV00026,CUST0014,2026-03-16,escalate_collections,ignore,426391.58,0.0,426391.58,overdue,
INV00027,CUST0024,2026-03-16,escalate_collections,ignore,711186.8,0.0,711186.8,overdue,
INV00030,CUST0023,2026-03-16,escalate_collections,pay,269769.86,269769.86,0.0,paid,
INV00031,CUST0022,2026-03-16,phone_call,pay,24201.47,24201.47,0.0,paid,
INV00032,CUST0019,2026-03-16,payment_plan_offer,ignore,423384.12,0.0,423384.12,overdue,
INV00033,CUST0038,2026-03-16,escalate_collections,ignore,52890.46,0.0,52890.46,overdue,
INV00034,CUST0007,2026-03-16,payment_plan_offer,pay,300390.01,300390.01,0.0,paid,
INV00036,CUST0028,2026-03-16,escalate_collections,pay,702445.2,702445.2,0.0,paid,
INV00041,CUST0017,2026-03-16,escalate_collections,ignore,452497.54,0.0,452497.54,overdue,
INV00049,CUST0014,2026-03-16,escalate_collections,ignore,521946.49,0.0,521946.49,overdue,
INV00050,CUST0028,2026-03-16,escalate_collections,promise,348781.91,0.0,348781.91,promised,2026-03-26
INV00055,CUST0037,2026-03-16,escalate_collections,ignore,770511.39,0.0,770511.39,overdue,
INV00056,CUST0017,2026-03-16,escalate_collections,ignore,103024.16,0.0,103024.16,overdue,
INV00059,CUST0021,2026-03-16,escalate_collections,pay,199292.96,199292.96,0.0,paid,
INV00066,CUST0007,2026-03-16,escalate_collections,partial,190309.45,101262.89,89046.56,overdue,
INV00068,CUST0004,2026-03-16,escalate_collections,ignore,55694.83,0.0,55694.83,overdue,
INV00074,CUST0025,2026-03-16,escalate_collections,ignore,53667.01,0.0,53667.01,overdue,
INV00075,CUST0031,2026-03-16,escalate_collections,partial,146780.32,66651.11,80129.21,overdue,
INV00045,CUST0006,2026-03-19,promise_resolution,promise_kept,,462149.93,,paid,
INV00053,CUST0010,2026-03-19,payment_plan_offer,pay,662935.35,662935.35,0.0,paid,
INV00071,CUST0034,2026-03-19,phone_call,ignore,584421.19,0.0,584421.19,overdue,
INV00018,CUST0030,2026-03-20,promise_resolution,promise_broken,,0.0,,overdue,
INV00035,CUST0016,2026-03-20,promise_resolution,promise_broken,,0.0,,overdue,
INV00046,CUST0002,2026-03-20,promise_resolution,promise_kept,,600484.83,,paid,
INV00072,CUST0024,2026-03-20,promise_resolution,promise_broken,,0.0,,overdue,
INV00018,CUST0030,2026-03-20,phone_call,pay,729716.33,729716.33,0.0,paid,
INV00035,CUST0016,2026-03-20,phone_call,pay,621949.16,621949.16,0.0,paid,
INV00048,CUST0024,2026-03-20,payment_plan_offer,ignore,274112.4,0.0,274112.4,overdue,
INV00072,CUST0024,2026-03-20,phone_call,promise,76419.98,0.0,76419.98,promised,2026-03-30
INV00071,CUST0034,2026-03-24,payment_plan_offer,ignore,584421.19,0.0,584421.19,overdue,
INV00050,CUST0028,2026-03-26,promise_resolution,promise_kept,,348781.91,,paid,
INV00072,CUST0024,2026-03-30,promise_resolution,promise_kept,,76419.98,,paid,
